cod_prod,nom_prod,concent,nom_form_farm,presentac,fraccion,num_reg_san,nom_titular,nom_fabricante,nom_ifa,nom_rubro,situacion
49052.0,BRONCOTRIM,500 mg + 30 mg,Cápsula,Caja Envase Blister Cápsula,30.0,EN07633,LABORATORIOS PORTUGAL S.R.L.,LABORATORIOS PORTUGAL S.R.L.,AMBROXOL CLORHIDRATO + AMOXICILINA TRIHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
48999.0,BRONCOTRIM,250 mg + 15 mg/ 5 mL,Polvo para Suspensión Oral,Frasco x 60 mL,1.0,EN07216,LABORATORIOS PORTUGAL S.R.L.,LABORATORIOS PORTUGAL S.R.L.,AMBROXOL CLORHIDRATO + AMOXICILINA TRIHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
55663.0,BRONCOTRIM,(250 mg + 15 mg)/ 5 mL,Polvo para Suspensión Oral,Caja Frasco x 60 mL,1.0,EN07216,LABORATORIOS PORTUGAL S.R.L.,LABORATORIOS PORTUGAL S.R.L.,AMBROXOL CLORHIDRATO + AMOXICILINA TRIHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
58067.0,BRONCOTRIM NF,250 mg/ 5 mL + 4 mg/ 5 mL,Polvo para Suspensión Oral,Caja Frasco x 60 mL,1.0,EN07216,LABORATORIOS PORTUGAL S.R.L.,LABORATORIOS PORTUGAL S.R.L.,AMOXICILINA TRIHIDRATO + BROMHEXINA CLORHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
41136.0,BRONCOTRIN DILAT PEDIATRICO,,Jarabe,Caja Frasco x 120 mL,1.0,EN02525,LABORATORIOS PORTUGAL S.R.L.,LABORATORIOS PORTUGAL S.R.L.,AMBROXOL CLORHIDRATO + CLENBUTEROL CLORHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
60557.0,BRONCOTRIN® DILAT PEDIATRICO,(7.5 mg + 0.005 mg)/ 5 mL,Solución Oral,Caja Frasco x 120 mL,1.0,EN02525,LABORATORIOS PORTUGAL S.R.L.,LABORATORIOS PORTUGAL S.R.L.,AMBROXOL CLORHIDRATO + CLENBUTEROL CLORHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
61329.0,BRONCOXAN DILAT,7.5 mg + 0.005 mg/ 5 mL,Solución Oral,Caja Frasco x 120 mL + Accesorio,1.0,EN00553,MEDIFARMA S.A.,MEDIFARMA S.A.,AMBROXOL CLORHIDRATO + CLENBUTEROL CLORHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
35617.0,BRONCOXAN DILAT,,Jarabe,Caja Frasco x 120 mL,1.0,EN00553,MEDIFARMA S.A.,MEDIFARMA S.A.,AMBROXOL CLORHIDRATO + CLENBUTEROL CLORHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
37864.0,BRONCOXAN F,30 mg/ 5 mL,Jarabe,Caja Frasco x 120 mL,1.0,EN02117,MEDIFARMA S.A.,MEDIFARMA S.A.,AMBROXOL CLORHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
60260.0,BRONCOXIBAL FORTE,500 mg + 8 mg,Cápsula,Caja Envase Blíster Cápsulas,100.0,EN09733,JOBAL PHARMA E.I.R.L.,LABORATORIOS PORTUGAL S.R.L.,AMOXICILINA TRIHIDRATO + BROMHEXINA CLORHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
57740.0,BRONCOXILINA,250 mg/ 5 mL + 4 mg/ 5 mL,Polvo para Suspensión Oral,Caja Frasco x 60 mL + Accesorio,1.0,EN09407,JOBAL PHARMA E.I.R.L.,LABORATORIOS PORTUGAL S.R.L.,AMOXICILINA TRIHIDRATO + BROMHEXINA CLORHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
40381.0,BRONPAX,15 mg/ 5 mL,Jarabe,Caja Frasco x 120 mL,1.0,EN03715,FARMINDUSTRIA S.A.,FARMINDUSTRIA S.A.,AMBROXOL CLORHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
40385.0,BRONPAX,7.5 mg/ mL,Solución Oral,Caja Frasco x 20 mL,1.0,EN04755,FARMINDUSTRIA S.A.,FARMINDUSTRIA S.A.,AMBROXOL CLORHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
39549.0,BRONPAX FORTE,30 mg/ 5 mL,Jarabe,Caja Frasco x 120 mL,1.0,EN03453,FARMINDUSTRIA S.A.,FARMINDUSTRIA S.A.,AMBROXOL CLORHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
49798.0,BRONQUIBROX,200 mg,Polvo para Solución Oral,Caja Sobres x 1 g,30.0,EN05184,DROGUERIA INRETAIL PHARMA S.A.,CIFARMA S.A.C. - LIMA - PERÚ,ACETILCISTEINA,ESPECIALIDAD FARMACEUTICA,ACT
49799.0,BRONQUIBROX,600 mg,Polvo para Solución Oral,"Caja Sobres x 2,5 g",30.0,EN05181,DROGUERIA INRETAIL PHARMA S.A.,CIFARMA S.A.C. - LIMA - PERÚ,ACETILCISTEINA,ESPECIALIDAD FARMACEUTICA,ACT
58938.0,BRONQUIFLEX,15 mg/ 5 mL + 7.5 mg/ 5 mL,Solución Oral,Caja Frasco x 120 mL + Accesorio,1.0,EE12948,OQCORP SOCIEDAD ANONIMA CERRADA - OQCORP S.A.C.,UMAVIDA PHARMA PRIVATE LIMITED,DEXTROMETORFANO BROMHIDRATO + DIFENHIDRAMINA CLORHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
61918.0,BRONQUITOS,0.005 mg + 7.5 mg/ 5 mL,Solución Oral,Caja Frasco x 120 mL + Accesorio,1.0,EN07046,PHARMA-C  S.A.C.,CALOX VITAPHARMA SOCIEDAD ANONIMA CERRADA,AMBROXOL CLORHIDRATO + CLENBUTEROL CLORHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
51030.0,BRONQUITOS,0.005 mg + 7.5 mg/ 5 mL,Jarabe,Caja Frasco x 120 mL + accesorio,1.0,EN07046,PHARMA C  S.A.C.,VITA PHARMA SOCIEDAD ANONIMA CERRADA - VITA PHARMA S.A.C.,AMBROXOL CLORHIDRATO + CLENBUTEROL CLORHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
52165.0,BROSOL COMPUESTO,7.5 mg + 0.005 mg/ 5 mL,Solución Oral,Caja Frasco x 120 mL + Accesorio,1.0,EE05412,MEGA LABS LATAM S.A.,LABORATORIOS ROWE S.R.L.,AMBROXOL CLORHIDRATO + CLENBUTEROL CLORHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
46591.0,BROSOL COMPUESTO,150 mg + 0.1 mg/ 5 mL,Solución,Frasco x 120 mL,1.0,EE05412,LABORATORIOS ROEMMERS S.A.,LABORATORIOS ROWE S.R.L.,AMBROXOL CLORHIDRATO + CLENBUTEROL CLORHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
52713.0,BROSOL COMPUESTO,7.5 mg + 0.005 mg/ 5 mL,Solución Oral,Caja Frasco x 120 mL + Accesorio,1.0,EE05412,LABORATORIOS ROEMMERS S.A.,LABORATORIOS ROWE S.R.L.,AMBROXOL CLORHIDRATO + CLENBUTEROL CLORHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
46691.0,BROTILONIO,40 mg,Tableta,Caja Envase Blíster Tabletas,30.0,EE05388,PERULAB S.A.,"THERAGEN ETEX CO., LTD.",BROMURO DE OTILONIO,ESPECIALIDAD FARMACEUTICA,ACT
51408.0,BRUCLAV-S,500 mg,Tableta Recubierta,Caja Envase Blíster Tableta Recubierta,30.0,EE08961,SMART PHARMA S.A.C.,TITAN LABORATORIES PVT. LTD.,AZITROMICINA DIHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
52718.0,BRUNELLE,2 mg + 0.03 mg,Comprimido Recubierto,Caja Envase Blíster x 21 Comprimido Recubierto,1.0,EE05413,TECNOFARMA S.A.,LABORATORIOS LEON FARMA S.A.,CLORMADINONA ACETATO + ETINILESTRADIOL,ESPECIALIDAD FARMACEUTICA,ACT
54381.0,BRUTAFLAM - 60,60 mg,Tableta Recubierta,Caja Envase Blíster Tableta Recubierta,15.0,EE07226,DISTRIBUIDORA CONTINENTAL 6 S.A.,"MANKIND PHARMA LIMITED, UNIT-II",ETORICOXIB,ESPECIALIDAD FARMACEUTICA,ACT
54382.0,BRUTAFLAM - 90,90 mg,Tableta Recubierta,Caja Envase Blíster Tableta Recubierta,15.0,EE07224,DISTRIBUIDORA CONTINENTAL 6 S.A.,"MANKIND PHARMA LIMITED, UNIT-II",ETORICOXIB,ESPECIALIDAD FARMACEUTICA,ACT
54383.0,BRUTAFLAM -120,120 mg,Tableta Recubierta,Caja Envase Blíster Tableta Recubierta,7.0,EE07222,DISTRIBUIDORA CONTINENTAL 6 S.A.,"MANKIND PHARMA LIMITED, UNIT-II",ETORICOXIB,ESPECIALIDAD FARMACEUTICA,ACT
57124.0,BSS,,Solución para Irrigación,Frasco x 500 mL,1.0,EE08067,ALCON PHARMACEUTICAL DEL PERU S.A.,ALCON RESEARCH LLC. - ESTADOS UNIDOS DE AMERICA,CLORURO DE CALCIO + CLORURO DE MAGNESIO HEXAHIDRATO + CLORURO DE POTASIO + CLORURO DE SODIO,ESPECIALIDAD FARMACEUTICA,ACT
55681.0,BSS,,Solución para Irrigación,Bolsa Multicapa x 500 mL,1.0,EE08067,ALCON PHARMACEUTICAL DEL PERU S.A.,ALCON RESEARCH LLC. - ESTADOS UNIDOS DE AMERICA,CLORURO DE CALCIO + CLORURO DE POTASIO + CLORURO DE SODIO + CLORURO DE MAGNESIO HEXAHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
41962.0,BUCELON 60,60 mg/ 10 mL,Concentrado para Solución para Perfusión,Caja Vial x 10 mL,1.0,EE04209,SEVEN PHARMA S.A.C.,CELON LABORATORIES PRIVATE LIMITED,BUSULFANO,ESPECIALIDAD FARMACEUTICA,ACT
43897.0,BUDEPHARM 200,200 mcg/ dosis,Aerosol para Inhalación,Caja Envase Aerosol x 200 Dosis,1.0,EE02808,OQ PHARMA S.A.C.,"HEILONGJIANG PROVINCE FULEKANG PHARMACEUTICAL CO., LTD.",BUDESONIDA,ESPECIALIDAD FARMACEUTICA,ACT
54964.0,BUDEPHARM 200,200 mcg/ dosis,Aerosol para Inhalación,Caja Envase Aerosol x 200 Dosis,1.0,EE02808,OQCORP SOCIEDAD ANONIMA CERRADA - OQCORP S.A.C.,"HEILONGJIANG PROVINCE FULEKANG PHARMACEUTICAL CO., LTD.",BUDESONIDA,ESPECIALIDAD FARMACEUTICA,ACT
39367.0,BUDESMA,200 mcg,Suspensión para Inhalación,Caja Envase Aerosol x 200 Dosis,1.0,EE01630,GLENMARK PHARMACEUTICALS PERU S.A.,GLENMARK PHARMACEUTICALS LTD,BUDESONIDA,ESPECIALIDAD FARMACEUTICA,ACT
38061.0,BUDESMA,200 mcg,Suspensión para Inhalación,Caja Envase Aerosol X 300 Dosis,1.0,EE01630,GLENMARK PHARMACEUTICALS PERU S.A.,GLENMARK PHARMACEUTICALS LTD,BUDESONIDA,ESPECIALIDAD FARMACEUTICA,ACT
38650.0,BUDESONIDA,200 mcg/ dosis,Aerosol para Inhalación,Caja Envase Aerosol,1.0,EE01727,LABORATORIOS AMERICANOS S.A. - LABOT S.A.,JEWIM PHARMACEUTICAL (SHANDONG) CO. LTD.,BUDESONIDA,ESPECIALIDAD FARMACEUTICA,ACT
43822.0,BUDESONIDA,200 mcg/ dosis,Aerosol para Inhalación,Frasco Envase Aerosol x 200 Dosis,1.0,EE02581,PHARMAGEN S.A.C.,"HEILONGJIANG PROVINCE FULEKANG PHARMACEUTICAL CO., LTD.",BUDESONIDA,ESPECIALIDAD FARMACEUTICA,ACT
54025.0,BUDESONIDA,200 mcg/ dosis,Aerosol para Inhalación,Frasco Envase Aerosol x 200 Dosis,1.0,EE02581,OQCORP SOCIEDAD ANONIMA CERRADA - OQCORP S.A.C.,"HEILONGJIANG PROVINCE FULEKANG PHARMACEUTICAL CO., LTD.",BUDESONIDA,ESPECIALIDAD FARMACEUTICA,ACT
58152.0,BUDESONIDA,200 mcg/ dosis,Suspensión para Inhalación en envase a presión,Caja Envase Aerosol x 200 dosis,1.0,EE12094,PHARMINTEGRA S.A.C.,MIDAS CARE PHARMACEUTICALS PVT. LTD.,BUDESONIDA,ESPECIALIDAD FARMACEUTICA,ACT
39674.0,BUDEXOL AQUA,32 mcg/ dosis,Suspensión para Pulverización NasaL,Caja Frasco atomizador x 120 Dosis,1.0,EN01057,LABORATORIOS AC FARMA S.A.,LABORATORIOS AC FARMA S.A.,BUDESONIDA,ESPECIALIDAD FARMACEUTICA,ACT
39675.0,BUDEXOL AQUA,64 mcg/ dosis,Suspensión para Pulverización NasaL,Caja Frasco atomizador x 120 Dosis,1.0,EN01400,LABORATORIOS AC FARMA S.A.,LABORATORIOS AC FARMA S.A.,BUDESONIDA,ESPECIALIDAD FARMACEUTICA,ACT
55359.0,BUFANCORD,60 mg/ 10 mL,Concentrado para Solución para Perfusión,Caja Frasco x 10 mL,1.0,EE09820,ACCORD HEALTHCARE S.A.C.,INTAS PHARMACEUTICALS LIMITED,BUSULFANO,ESPECIALIDAD FARMACEUTICA,ACT
46544.0,BUK SOLUCION ORAL,10 mg + 100 mg/ 5 mL,Solución Oral,Caja Frasco x 120 mL,1.0,EN06305,PERUFARMA S.A.,CIFARMA S.A.C. - LIMA - PERÚ,DEXTROMETORFANO BROMHIDRATO + GUAIFENESINA,ESPECIALIDAD FARMACEUTICA,ACT
50860.0,BUPINEST S.P.,0.5 %,Solución Inyectable,Caja Ampolla x 20 mL,50.0,EN02065,MEDIFARMA S.A.,MEDIFARMA S.A.,CLORHIDRATO DE BUPIVACAINA,ESPECIALIDAD FARMACEUTICA,ACT
37857.0,BUPINEST S.P.,0.5 %,Solución Inyectable,Caja Ampolla x 20 mL,1.0,EN02065,MEDIFARMA S.A.,MEDIFARMA S.A.,CLORHIDRATO DE BUPIVACAINA,ESPECIALIDAD FARMACEUTICA,ACT
37858.0,BUPINEST S.P.,0.5 %,Solución Inyectable,Caja Ampolla x 20 mL,25.0,EN02065,MEDIFARMA S.A.,MEDIFARMA S.A.,CLORHIDRATO DE BUPIVACAINA,ESPECIALIDAD FARMACEUTICA,ACT
54226.0,BUPISAR-H,20 mg + 320 mg,Solución Inyectable,Caja Ampolla x 4 mL,5.0,EE10232,AGRIPINO SARMIENTO CCOSCCO,SWISS PARENTERALS LTD.,CLORHIDRATO DE BUPIVACAINA + DEXTROSA MONOHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
62437.0,BUPITROY HEAVY,5 mg/ mL,Solución Inyectable,Caja Envase Blíster Ampolla x 4 mL,5.0,EE12745,SCR SERVICIOS DE REPRESENTACION REGULATORIA S.A.C.,TROIKAA PHARMACEUTICALS LTD.,CLORHIDRATO DE BUPIVACAINA,ESPECIALIDAD FARMACEUTICA,ACT
35728.0,BUPIVACAINA CLORHIDRATO,0.5 %,Solución Inyectable,Caja Ampolla x 4 mL,1.0,EE00040,JPS DISTRIBUCIONES E.I.R.L,CIRON DRUGS & PHARMACEUTICALS PVT. LTD.,CLORHIDRATO DE BUPIVACAINA,ESPECIALIDAD FARMACEUTICA,ACT
37470.0,BUPIVACAINA CLORHIDRATO,50 mg/ 10 mL,Solución Inyectable,Caja Ampolla X 10 mL,200.0,EE01257,SANDERSON S.A.,LABORATORIO SANDERSON S.A.,CLORHIDRATO DE (L) BUPIVACAINA,ESPECIALIDAD FARMACEUTICA,ACT
37471.0,BUPIVACAINA CLORHIDRATO,50 mg/ 10 mL,Solución Inyectable,Caja Ampolla X 10 mL,25.0,EE01257,SANDERSON S.A.,LABORATORIO SANDERSON S.A.,CLORHIDRATO DE (L) BUPIVACAINA,ESPECIALIDAD FARMACEUTICA,ACT
37472.0,BUPIVACAINA CLORHIDRATO,50 mg/ 10 mL,Solución Inyectable,Caja Ampolla X 10 mL,40.0,EE01257,SANDERSON S.A.,LABORATORIO SANDERSON S.A.,CLORHIDRATO DE (L) BUPIVACAINA,ESPECIALIDAD FARMACEUTICA,ACT
37473.0,BUPIVACAINA CLORHIDRATO,50 mg/ 10 mL,Solución Inyectable,Caja Ampolla X 10 mL,30.0,EE01257,SANDERSON S.A.,LABORATORIO SANDERSON S.A.,CLORHIDRATO DE (L) BUPIVACAINA,ESPECIALIDAD FARMACEUTICA,ACT
37474.0,BUPIVACAINA CLORHIDRATO,50 mg/ 10 mL,Solución Inyectable,Caja Ampolla X 10 mL,20.0,EE01257,SANDERSON S.A.,LABORATORIO SANDERSON S.A.,CLORHIDRATO DE (L) BUPIVACAINA,ESPECIALIDAD FARMACEUTICA,ACT
37475.0,BUPIVACAINA CLORHIDRATO,50 mg/ 10 mL,Solución Inyectable,Caja Ampolla X 10 mL,1.0,EE01257,SANDERSON S.A.,LABORATORIO SANDERSON S.A.,CLORHIDRATO DE (L) BUPIVACAINA,ESPECIALIDAD FARMACEUTICA,ACT
37476.0,BUPIVACAINA CLORHIDRATO,50 mg/ 10 mL,Solución Inyectable,Caja Ampolla X 10 mL,50.0,EE01257,SANDERSON S.A.,LABORATORIO SANDERSON S.A.,CLORHIDRATO DE (L) BUPIVACAINA,ESPECIALIDAD FARMACEUTICA,ACT
37477.0,BUPIVACAINA CLORHIDRATO,50 mg/ 10 mL,Solución Inyectable,Caja Ampolla X 10 mL,15.0,EE01257,SANDERSON S.A.,LABORATORIO SANDERSON S.A.,CLORHIDRATO DE (L) BUPIVACAINA,ESPECIALIDAD FARMACEUTICA,ACT
37478.0,BUPIVACAINA CLORHIDRATO,50 mg/ 10 mL,Solución Inyectable,Caja Ampolla X 10 mL,75.0,EE01257,SANDERSON S.A.,LABORATORIO SANDERSON S.A.,CLORHIDRATO DE (L) BUPIVACAINA,ESPECIALIDAD FARMACEUTICA,ACT
37479.0,BUPIVACAINA CLORHIDRATO,50 mg/ 10 mL,Solución Inyectable,Caja Ampolla X 10 mL,100.0,EE01257,SANDERSON S.A.,LABORATORIO SANDERSON S.A.,CLORHIDRATO DE (L) BUPIVACAINA,ESPECIALIDAD FARMACEUTICA,ACT
37480.0,BUPIVACAINA CLORHIDRATO,50 mg/ 10 mL,Solución Inyectable,Caja Ampolla X 10 mL,45.0,EE01257,SANDERSON S.A.,LABORATORIO SANDERSON S.A.,CLORHIDRATO DE (L) BUPIVACAINA,ESPECIALIDAD FARMACEUTICA,ACT
37481.0,BUPIVACAINA CLORHIDRATO,50 mg/ 10 mL,Solución Inyectable,Caja Ampolla X 10 mL,10.0,EE01257,SANDERSON S.A.,LABORATORIO SANDERSON S.A.,CLORHIDRATO DE (L) BUPIVACAINA,ESPECIALIDAD FARMACEUTICA,ACT
37482.0,BUPIVACAINA CLORHIDRATO,50 mg/ 10 mL,Solución Inyectable,Caja Ampolla X 10 mL,35.0,EE01257,SANDERSON S.A.,LABORATORIO SANDERSON S.A.,CLORHIDRATO DE (L) BUPIVACAINA,ESPECIALIDAD FARMACEUTICA,ACT
37483.0,BUPIVACAINA CLORHIDRATO,50 mg/ 10 mL,Solución Inyectable,Caja Ampolla X 10 mL,5.0,EE01257,SANDERSON S.A.,LABORATORIO SANDERSON S.A.,CLORHIDRATO DE (L) BUPIVACAINA,ESPECIALIDAD FARMACEUTICA,ACT
34055.0,BUPIVACAINA CLORHIDRATO,0.5 %,Solución Inyectable,Ampolla x 4 mL,100.0,EE00040,JPS DISTRIBUCIONES E.I.R.L,CIRON DRUGS & PHARMACEUTICALS PVT. LTD.,CLORHIDRATO DE BUPIVACAINA,ESPECIALIDAD FARMACEUTICA,ACT
41591.0,BUPIVACAINA CLORHIDRATO,0.5 %,Solución Inyectable,Caja Ampolla x 4 mL,10.0,EE00040,JPS DISTRIBUCIONES E.I.R.L,CIRON DRUGS & PHARMACEUTICALS PVT.LTD,CLORHIDRATO DE BUPIVACAINA,ESPECIALIDAD FARMACEUTICA,ACT
59460.0,BUPIVACAINA CLORHIDRATO + DEXTROSA,20 mg/ 4 mL + 320 mg/ 4 mL,Solución Inyectable,Caja Ampolla x 4 mL,10.0,EE13249,CORPORACION H & K PHARMA S.A.C.,SWISS PARENTERALS LTD.,CLORHIDRATO DE BUPIVACAINA + DEXTROSA MONOHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
59454.0,BUPIVACAINA HIPERBARICA,0.5 %,Solución Inyectable,Caja Ampolla x 4 mL,10.0,EE02733,DROGUERIA DANY S.A.C.,BHARAT PARENTERALS LIMITED,CLORHIDRATO DE BUPIVACAINA + DEXTROSA MONOHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
54343.0,BUPIVACAINA HIPERBARICA,0.5 %,Solución Inyectable,Caja Ampolla x 4 mL,10.0,EN06547,LABORATORIOS UNIDOS S.A. - LUSA,LABORATORIOS UNIDOS S.A.,CLORHIDRATO DE BUPIVACAINA,ESPECIALIDAD FARMACEUTICA,ACT
56033.0,BUPIVACAINA HIPERBARICA,0.5 %,Solución Inyectable,Caja Ampolla x 4 mL,25.0,EN06547,LABORATORIOS UNIDOS S.A. - LUSA,LABORATORIOS UNIDOS S.A.,CLORHIDRATO DE BUPIVACAINA,ESPECIALIDAD FARMACEUTICA,ACT
40111.0,BUPIVACAINA HIPERBARICA,0.5 %,Solución Inyectable,Caja Ampolla x 4 mL,1.0,EE02733,DROGUERIA DANY S.A.C.,BHARAT PARENTERALS LIMITED,CLORHIDRATO DE BUPIVACAINA + DEXTROSA MONOHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
40067.0,BUPIVACAINA HIPERBARICA,0.5 %,Solución Inyectable,Caja Ampolla x 4 mL,100.0,EE02733,DROGUERIA DANY S.A.C.,BHARAT PARENTERALS LIMITED,CLORHIDRATO DE BUPIVACAINA,ESPECIALIDAD FARMACEUTICA,ACT
47009.0,BUPIVACAINA HIPERBARICA,0.5 %,Solución Inyectable,Caja Ampolla x 4 mL,1.0,EN06547,LABORATORIOS UNIDOS S.A. - LUSA,LABORATORIOS UNIDOS S.A.,CLORHIDRATO DE BUPIVACAINA,ESPECIALIDAD FARMACEUTICA,ACT
48552.0,BUPIVAS HIPERBARICA 0.5%,20 mg + 320 mg/ 4 mL,Solución Inyectable,Caja Ampolla x 4 mL,10.0,EN05667,FARMACEUTICA OTARVASQ SOCIEDAD ANONIMA CERRADA,FARMACEUTICA OTARVASQ SOCIEDAD ANONIMA CERRADA,CLORHIDRATO DE BUPIVACAINA + DEXTROSA,ESPECIALIDAD FARMACEUTICA,ACT
57690.0,BUPIVAS HIPERBARICA 0.5%,20 mg + 320 mg/ 4 mL,Solución Inyectable,Caja Ampolla x 4 mL,25.0,EN05667,FARMACEUTICA OTARVASQ SOCIEDAD ANONIMA CERRADA,FARMACEUTICA OTARVASQ SOCIEDAD ANONIMA CERRADA,CLORHIDRATO DE BUPIVACAINA + DEXTROSA,ESPECIALIDAD FARMACEUTICA,ACT
57758.0,BUSCAD,10 mg,Tableta Recubierta,Caja Envase Blíster Tableta Recubierta,100.0,EE11502,DROGUERIA CADILLO S.A.C.,GLOBAL PHARMA HEALTHCARE PVT.LTD.,HIOSCINA N-BUTILBROMURO,ESPECIALIDAD FARMACEUTICA,ACT
61963.0,BUSCADOL COMPUESTO,10 mg + 500 mg,Tableta Recubierta,Caja Envase Blíster Tableta Recubierta,100.0,EN09092,CORPORACION COBEFAR S.A.C.,LABORATORIOS PORTUGAL S.R.L.,HIOSCINA N-BUTILBROMURO + PARACETAMOL,ESPECIALIDAD FARMACEUTICA,ACT
62251.0,BUSCAPINA,20 mg/ mL,Solución Inyectable,Caja Ampolla x 1 mL,1.0,EE11391,QUIMICA SUIZA S.A.C.,SANOFI S.R.L. - ITALIA,HIOSCINA N-BUTILBROMURO,ESPECIALIDAD FARMACEUTICA,ACT
61443.0,BUSCAPINA,10 mg,Grageas,Caja Envase Blíster Grageas,20.0,EE01238,INRETAIL PHARMA S.A.,PHARMATIQUE S.A.,ESCOPOLAMINA N-BUTILBROMURO,ESPECIALIDAD FARMACEUTICA,ACT
59763.0,BUSCAPINA,10 mg,Grageas,Caja Envase Blíster Grageas,20.0,EE01238,QS CONSUMO S.A.C.,PHARMETIQUE S.A.,ESCOPOLAMINA N-BUTILBROMURO,ESPECIALIDAD FARMACEUTICA,ACT
55575.0,BUSCAPINA,20 mg/ mL,Solución Inyectable,Caja Ampolla x 1 mL,1.0,EE11391,OPELLA HEALTHCARE DEL PERU S.A.C.,SANOFI S.R.L. - ITALIA,HIOSCINA N-BUTILBROMURO,ESPECIALIDAD FARMACEUTICA,ACT
53866.0,BUSCAPINA,10 mg,Grageas,Caja Envase Blíster Grageas,20.0,EE01238,OPELLA HEALTHCARE DEL PERU S.A.C.,PHARMATIQUE S.A.,ESCOPOLAMINA N-BUTILBROMURO,ESPECIALIDAD FARMACEUTICA,ACT
38215.0,BUSCAPINA,10 mg,Grageas,Caja Envase Blister Grageas,20.0,EE01238,BOEHRINGER INGELHEIM PERU S.A.C.,PHARMATIQUE S.A.,ESCOPOLAMINA N-BUTILBROMURO,ESPECIALIDAD FARMACEUTICA,ACT
43901.0,BUSCAPINA,10 mg,Grageas,Caja Envase Blister Grageas,20.0,EE01238,SANOFI - AVENTIS DEL PERU S.A.,PHARMATIQUE S.A.,ESCOPOLAMINA N-BUTILBROMURO,ESPECIALIDAD FARMACEUTICA,ACT
56858.0,BUSCAPINA COMPOSITUM,0.02 g/ 5 mL + 2.5 g/ 5 mL,Solución Inyectable,Caja Ampolla x 5 mL,1.0,EE11973,OPELLA HEALTHCARE DEL PERU S.A.C.,SANOFI S.R.L. - ITALIA,METAMIZOL DE SODIO + N-BUTILBROMURO DE HIOSCINA,ESPECIALIDAD FARMACEUTICA,ACT
53863.0,BUSCAPINA COMPOSITUM N,10 mg/ 500 mg,Comprimido Recubierto,Caja Envase Blíster Comprimido Recubierto,100.0,EE01329,OPELLA HEALTHCARE DEL PERU S.A.C.,PHARMATIQUE S.A.,ESCOPOLAMINA N-BUTILBROMURO + PARACETAMOL,ESPECIALIDAD FARMACEUTICA,ACT
59930.0,BUSCAPINA COMPOSITUM N,10 mg/ 500 mg,Comprimido Recubierto,Caja Envase Blíster Comprimido Recubierto,100.0,EE01329,QS CONSUMO S.A.C.,PHARMATIQUE S.A.,ESCOPOLAMINA N-BUTILBROMURO + PARACETAMOL,ESPECIALIDAD FARMACEUTICA,ACT
59232.0,BUSCAPINA COMPOSITUM N,10 mg/ 500 mg,Comprimido Recubierto,Caja Envase Blíster Comprimido Recubierto,20.0,EE01329,SANOFI - AVENTIS DEL PERU S.A.,PHARMETIQUE S.A.,ESCOPOLAMINA N-BUTILBROMURO + PARACETAMOL,ESPECIALIDAD FARMACEUTICA,ACT
61444.0,BUSCAPINA COMPOSITUM N,10 mg/ 500 mg,Comprimido Recubierto,Caja Envase Blíster Comprimido Recubierto,100.0,EE01329,INRETAIL PHARMA S.A.,PHARMATIQUE S.A.,ESCOPOLAMINA N-BUTILBROMURO + PARACETAMOL,ESPECIALIDAD FARMACEUTICA,ACT
62213.0,BUSCAPINA COMPOSITUM N,10 mg/ 500 mg,Comprimido Recubierto,Caja Envase Blíster Comprimido Recubierto,100.0,EE01329,QUIMICA SUIZA S.A.C.,PHARMETIQUE S.A.,ESCOPOLAMINA N-BUTILBROMURO + PARACETAMOL,ESPECIALIDAD FARMACEUTICA,ACT
43906.0,BUSCAPINA COMPOSITUM N,,Comprimido Recubierto,Caja Envase Blister Comprimido Recubierto,100.0,EE01329,SANOFI - AVENTIS DEL PERU S.A.,PHARMATIQUE S.A.,ESCOPOLAMINA N-BUTILBROMURO + PARACETAMOL,ESPECIALIDAD FARMACEUTICA,ACT
