cod_prod,nom_prod,concent,nom_form_farm,presentac,fraccion,num_reg_san,nom_titular,nom_fabricante,nom_ifa,nom_rubro,situacion
50335.0,HIRUSCAR,0.3 %,Crema,Caja Tubo x 14 g,1.0,EN05745,DEUTSCHE PHARMA S.A.C.,CIFARMA S.A.C. - LIMA - PERÚ,POLIESTER MUCOPOLISACARIDO DEL ACIDO SULFURICO,ESPECIALIDAD FARMACEUTICA,ACT
50336.0,HIRUSCAR,0.3 %,Crema,Caja Tubo x 20 g,1.0,EN05745,DEUTSCHE PHARMA S.A.C.,CIFARMA S.A.C. - LIMA - PERÚ,POLIESTER MUCOPOLISACARIDO DEL ACIDO SULFURICO,ESPECIALIDAD FARMACEUTICA,ACT
50337.0,HIRUSCAR,0.3 %,Crema,Caja Tubo x 40 g,1.0,EN05745,DEUTSCHE PHARMA S.A.C.,CIFARMA S.A.C. - LIMA - PERÚ,POLIESTER MUCOPOLISACARIDO DEL ACIDO SULFURICO,ESPECIALIDAD FARMACEUTICA,ACT
33827.0,HISALER,10 mg,Comprimido Recubierto,Caja Envase Blíster Comprimido Recubierto,120.0,EE00049,LABORATORIOS BAGO DEL PERU S.A.,LABORATORIO BAGO DE CHILE S.A. - CHILE,CETIRIZINA DICLORHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
58350.0,HISALER,10 mg,Comprimido Recubierto,Caja Envase Blíster Comprimido Recubierto,150.0,EE00049,LABORATORIOS BAGO DEL PERU S.A.,LABORATORIO BAGO DE CHILE S.A. - CHILE,CETIRIZINA CLORHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
58351.0,HISALER,10 mg,Comprimido Recubierto,Caja Envase Blíster Comprimido Recubierto,30.0,EE00049,LABORATORIOS BAGO DEL PERU S.A.,LABORATORIO BAGO DE CHILE S.A. - CHILE,CETIRIZINA CLORHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
55239.0,HISALER,10 mg/ mL,Solución Oral,Caja Frasco Gotero x 15 mL,1.0,EE10373,LABORATORIOS BAGO DEL PERU S.A.,LABORATORIO BAGO DE CHILE S.A. - CHILE,CETIRIZINA CLORHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
50250.0,HISALER D,120 mg + 5 mg,Comprimido de liberación prolongada,Caja Envase Blister Comprimido de Liberación Prolongada,30.0,EE08613,LABORATORIOS BAGO DEL PERU S.A.,LABORATORIO BAGO DE CHILE S.A. - CHILE,CETIRIZINA CLORHIDRATO + CLORHIDRATO DE PSEUDOEFEDRINA,ESPECIALIDAD FARMACEUTICA,ACT
50203.0,HISALER D,120 mg + 5 mg,Comprimido de liberación prolongada,Caja Envase Blister Comprimido de Liberación Prolongada,100.0,EE08613,LABORATORIOS BAGO DEL PERU S.A.,LABORATORIO BAGO DE CHILE S.A. - CHILE,CETIRIZINA CLORHIDRATO + CLORHIDRATO DE PSEUDOEFEDRINA,ESPECIALIDAD FARMACEUTICA,ACT
49298.0,HISALER®,5 mg/ 5 mL,Jarabe,Caja Frasco x 60 mL + accesorio,1.0,EE07948,LABORATORIOS BAGO DEL PERU S.A.,LABORATORIO BAGO DE CHILE S.A. - CHILE,CETIRIZINA CLORHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
62293.0,HISBEC,24 mg,Comprimido,Caja Envase Blíster Comprimido,42.0,EN09735,CAFERMA S.A.C.,CIFARMA S.A.C. - LIMA - PERÚ,DICLORHIDRATO DE BETAHISTINA,ESPECIALIDAD FARMACEUTICA,ACT
62290.0,HISBEC,16 mg,Tableta,Caja Envase Blister Tableta,42.0,EE15663,CAFERMA S.A.C.,STALLION LABORATORIES PVT. LTD.,DICLORHIDRATO DE BETAHISTINA,ESPECIALIDAD FARMACEUTICA,ACT
62291.0,HISBEC,16 mg,Comprimido,Caja Envase Blister Comprimido,42.0,EN09816,CAFERMA S.A.C.,CIFARMA S.A.C. - LIMA - PERÚ,DICLORHIDRATO DE BETAHISTINA,ESPECIALIDAD FARMACEUTICA,ACT
54114.0,HISTACLORF,4 mg,Tableta,Caja Envase Blíster Tableta,100.0,EN08738,SHERFARMA S.A.C.,LABORATORIOS PORTUGAL S.R.L.,CLORFENAMINA MALEATO,ESPECIALIDAD FARMACEUTICA,ACT
54115.0,HISTACLORF,2 mg/ 5 mL,Solución Oral,Caja Frasco x 120 mL + Accesorio,1.0,EN00677,SHERFARMA S.A.C.,LABORATORIOS PORTUGAL S.R.L.,CLORFENAMINA MALEATO,ESPECIALIDAD FARMACEUTICA,ACT
52795.0,HISTACLORF,2 mg/ 5 mL,Jarabe,Caja Frasco x 120 mL + Accesorio,1.0,EN00677,SHERFARMA S.A.C.,LABORATORIOS PORTUGAL S.R.L.,CLORFENAMINA MALEATO,ESPECIALIDAD FARMACEUTICA,ACT
46205.0,HISTACLORF,2 mg/ 5 mL,Jarabe,Frasco x 120 mL,1.0,EN00677,SHERFARMA S.A.C.,LABORATORIOS PORTUGAL S.R.L.,CLORFENAMINA MALEATO,ESPECIALIDAD FARMACEUTICA,ACT
47475.0,HISTACLORF,4 mg,Tableta,Caja Envase Blíster Tabletas,100.0,N23836,SHERFARMA S.A.C.,LABORATORIOS PORTUGAL S.R.L.,CLORFENAMINA MALEATO,MEDICAMENTO DE MARCA,ACT
35331.0,HISTACLORF,2 mg/ 5 mL,Jarabe,Frasco X 120 mL,1.0,EN00677,BOTICAS Y SALUD S.A.C.,LABORATORIOS PORTUGAL S.R.L.,CLORFENAMINA MALEATO,ESPECIALIDAD FARMACEUTICA,ACT
35245.0,HISTACLORF,4 mg,Tableta,Caja Envase Blister Tabletas,100.0,N23836,BOTICAS Y SALUD S.A.C.,LABORATORIOS NATURALES Y GENERICOS S.A.C. - NATURGEN,CLORFENAMINA MALEATO,MEDICAMENTO DE MARCA,ACT
50551.0,HISTAGRIP-F,325 mg + 5 mg + 10 mg,Comprimido Recubierto,Caja Envase Blister Comprimido Recubierto,100.0,EN07076,MED FARMA SOCIEDAD ANONIMA CERRADA - MED FARMA S.A.C.,CIFARMA S.A.C. - LIMA - PERÚ,DEXTROMETORFANO BROMHIDRATO + FENILEFRINA CLORHIDRATO + PARACETAMOL,ESPECIALIDAD FARMACEUTICA,ACT
57055.0,HISTAGRIP-F,325 mg + 5 mg + 10 mg,Comprimido Recubierto,Caja Envase Blister Comprimido Recubierto,1.0,EN07076,MED FARMA SOCIEDAD ANONIMA CERRADA - MED FARMA S.A.C.,CIFARMA S.A.C. - LIMA - PERÚ,DEXTROMETORFANO BROMHIDRATO + FENILEFRINA CLORHIDRATO + PARACETAMOL,ESPECIALIDAD FARMACEUTICA,ACT
52953.0,HISTALEX,5 mg,Tableta Recubierta,Caja Envase Blíster Tableta Recubierta,100.0,EN04123,CORPORATION MECOFARM SOCIEDAD ANONIMA CERRADA - CORPORATION MECOFARM S.A.C.,LABORATORIOS PORTUGAL S.R.L.,LEVOCETIRIZINA DICLORHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
52889.0,HISTALICIN,10 mg,Tableta Recubierta,Caja Envase Blíster Tableta Recubierta,200.0,EN04027,DROGUERIA CFARMA E.I.R.L.,LABORATORIOS PORTUGAL S.R.L.,CETIRIZINA CLORHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
52913.0,HISTALICIN,10 mg,Tableta Recubierta,Caja Envase Blíster Tableta Recubierta,200.0,EN04027,CFALAB PERU S.A.C.,LABORATORIOS PORTUGAL S.R.L.,CETIRIZINA CLORHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
57177.0,HISTALICIN,5 mg/ 5 mL,Jarabe,Caja Frasco x 60 mL,1.0,EN06085,CFALAB PERU S.A.C.,LABORATORIOS PORTUGAL S.R.L.,CETIRIZINA CLORHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
61752.0,HISTALICIN,5 mg/ 5 mL,Solución Oral,Caja Frasco x 60 mL,1.0,EN06085,CFALAB PERU S.A.C.,LABORATORIOS PORTUGAL S.R.L.,CETIRIZINA CLORHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
43306.0,HISTALICIN,10 mg,Tableta Recubierta,Caja Envase Blister Tabletas,200.0,EN04027,DROGUERIA CFARMA E.I.R.L.,LABORATORIOS NATURALES Y GENERICOS S.A.C. - NATURGEN,CETIRIZINA DICLORHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
55909.0,HISTATEC,10 mg,Comprimido Recubierto,Caja Envase Blíster Comprimidos Recubiertos,100.0,EN08392,BIOS PERU S.A.C.,CIFARMA S.A.C. - LIMA - PERÚ,CETIRIZINA CLORHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
49234.0,HISTIGLOB,16 mg,Tableta,Caja Envase Blister Tableta,20.0,EE07101,QM PHARMA QUALITY MEDICINE S.A.C.,GLOBELA PHARMA PVT. LTD.,DICLORHIDRATO DE BETAHISTINA,ESPECIALIDAD FARMACEUTICA,ACT
49235.0,HISTIGLOB,24 mg,Tableta,Caja Envase Blister Tableta,20.0,EE07102,QM PHARMA QUALITY MEDICINE S.A.C.,GLOBELA PHARMA PVT. LTD.,DICLORHIDRATO DE BETAHISTINA,ESPECIALIDAD FARMACEUTICA,ACT
48798.0,HISTIGLOB,16 mg,Tableta,Caja Envase Blister Tableta,100.0,EE07101,QM PHARMA QUALITY MEDICINE S.A.C.,GLOBELA PHARMA PVT. LTD.,DICLORHIDRATO DE BETAHISTINA,ESPECIALIDAD FARMACEUTICA,ACT
48799.0,HISTIGLOB,24 mg,Tableta,Caja Envase Blister Tableta,100.0,EE07102,QM PHARMA QUALITY MEDICINE S.A.C.,GLOBELA PHARMA PVT. LTD.,DICLORHIDRATO DE BETAHISTINA,ESPECIALIDAD FARMACEUTICA,ACT
41653.0,HIZALAB,10 mg,Tableta Recubierta,Caja Envase Blister Tabletas,100.0,EN04753,VITA PHARMA S.A.C.,VITA PHARMA SOCIEDAD ANONIMA CERRADA - VITA PHARMA S.A.C.,CETIRIZINA DICLORHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
39491.0,HIZALAB,5 mg/ 5 mL,Jarabe,Caja Frasco X 60 mL,1.0,EN01058,VITA PHARMA S.A.C.,VITA PHARMA SOCIEDAD ANONIMA CERRADA - VITA PHARMA S.A.C.,CETIRIZINA DICLORHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
62235.0,HIZENTRA®,20 %,Solución Inyectable,Caja Vial x 20 mL,1.0,BE01010,MEGA LABS LATAM S.A.,CSL BEHRING AG - SUIZA,INMUNOGLOBULINA HUMANA NORMAL,PRODUCTO DE ORIGEN BIOLOGICO,ACT
55500.0,HOLASPAR,3750 UI/ 5 mL,Solución Inyectable,Caja Vial x 5 mL,1.0,EE11279,ADVANCE SCIENTIFIC DEL PERU S.A.C.,UNITED BIOTECH (P) LIMITED,PEGASPARGASA,ESPECIALIDAD FARMACEUTICA,ACT
55478.0,HOLITIG,50 mg,Polvo para Solución Inyectable,Caja Vial x 10 mL,1.0,EE11247,ADVANCE SCIENTIFIC DEL PERU S.A.C.,UNITED BIOTECH (P) LIMITED,TIGECICLINA,ESPECIALIDAD FARMACEUTICA,ACT
51065.0,HOLMES H,40 mg + 12.5 mg,Comprimido Recubierto,Caja Envase Blíster Comprimido Recubierto,10.0,EE07443,EUROFARMA PERU S.A.C.,EUROFARMA LABORATORIOS S.A.,HIDROCLOROTIAZIDA + OLMESARTAN MEDOXOMILO,ESPECIALIDAD FARMACEUTICA,ACT
51066.0,HOLMES H,40 mg + 12.5 mg,Comprimido Recubierto,Caja Envase Blíster Comprimido Recubierto,30.0,EE07443,EUROFARMA PERU S.A.C.,EUROFARMA LABORATORIOS S.A.,HIDROCLOROTIAZIDA + OLMESARTAN MEDOXOMILO,ESPECIALIDAD FARMACEUTICA,ACT
51067.0,HOLMES H,40 mg + 12.5 mg,Comprimido Recubierto,Caja Envase Blíster Comprimido Recubierto,60.0,EE07443,EUROFARMA PERU S.A.C.,EUROFARMA LABORATORIOS S.A.,HIDROCLOROTIAZIDA + OLMESARTAN MEDOXOMILO,ESPECIALIDAD FARMACEUTICA,ACT
50977.0,HOLMES H,20 mg + 12.5 mg,Comprimido Recubierto,Caja Envase Blister Comprimido Recubierto,60.0,EE06049,EUROFARMA PERU S.A.C.,EUROFARMA LABORATORIOS S.A.,HIDROCLOROTIAZIDA + OLMESARTAN MEDOXOMILO,ESPECIALIDAD FARMACEUTICA,ACT
50978.0,HOLMES H,20 mg + 12.5 mg,Comprimido Recubierto,Caja Envase Blister Comprimido Recubierto,30.0,EE06049,EUROFARMA PERU S.A.C.,EUROFARMA LABORATORIOS S.A.,HIDROCLOROTIAZIDA + OLMESARTAN MEDOXOMILO,ESPECIALIDAD FARMACEUTICA,ACT
50979.0,HOLMES H,40 mg + 25 mg,Comprimido Recubierto,Caja Envase Blíster Comprimido Recubierto,15.0,EE08354,EUROFARMA PERU S.A.C.,EUROFARMA LABORATORIOS S.A.,HIDROCLOROTIAZIDA + OLMESARTAN MEDOXOMILO,ESPECIALIDAD FARMACEUTICA,ACT
50964.0,HOLMES H,40 mg + 25 mg,Comprimido Recubierto,Caja envase Blister Comprimido Recubierto,28.0,EE08354,EUROFARMA PERU S.A.C.,EUROFARMA LABORATORIOS S.A.,HIDROCLOROTIAZIDA + OLMESARTAN MEDOXOMILO,ESPECIALIDAD FARMACEUTICA,ACT
50965.0,HOLMES H,40 mg + 25 mg,Comprimido Recubierto,Caja envase Blister Comprimido Recubierto,30.0,EE08354,EUROFARMA PERU S.A.C.,EUROFARMA LABORATORIOS S.A.,HIDROCLOROTIAZIDA + OLMESARTAN MEDOXOMILO,ESPECIALIDAD FARMACEUTICA,ACT
50966.0,HOLMES H,40 mg + 25 mg,Comprimido Recubierto,Caja envase Blister Comprimido Recubierto,60.0,EE08354,EUROFARMA PERU S.A.C.,EUROFARMA LABORATORIOS S.A.,HIDROCLOROTIAZIDA + OLMESARTAN MEDOXOMILO,ESPECIALIDAD FARMACEUTICA,ACT
55263.0,HOLMES H®,20 mg + 12.5 mg,Comprimido Recubierto,Caja Envase Blíster Comprimido Recubierto,30.0,EE10668,EUROFARMA PERU S.A.C.,EUROFARMA LABORATORIOS S.A.,HIDROCLOROTIAZIDA + OLMESARTAN MEDOXOMILO,ESPECIALIDAD FARMACEUTICA,ACT
55264.0,HOLMES H®,40 mg + 12.5 mg,Comprimido Recubierto,Caja Envase Blíster Comprimido Recubierto,30.0,EE10669,EUROFARMA PERU S.A.C.,EUROFARMA LABORATORIOS S.A.,HIDROCLOROTIAZIDA + OLMESARTAN MEDOXOMILO,ESPECIALIDAD FARMACEUTICA,ACT
55265.0,HOLMES H®,40 mg + 25 mg,Comprimido Recubierto,Caja Envase Blíster Comprimido Recubierto,30.0,EE10667,EUROFARMA PERU S.A.C.,EUROFARMA LABORATORIOS S.A.,HIDROCLOROTIAZIDA + OLMESARTAN MEDOXOMILO,ESPECIALIDAD FARMACEUTICA,ACT
57682.0,HONGOCID LACA,25 %,Solución Tópica,Caja Frasco x 12 mL,1.0,EN05755,INRETAIL PHARMA S.A.,CIFARMA S.A.C. - LIMA - PERÚ,ACIDO UNDECILENICO,ESPECIALIDAD FARMACEUTICA,ACT
44717.0,HONGOCID LACA,25 %,Solución,Caja Frasco x 12 mL,1.0,EN05755,QUIMICA SUIZA S.A.C.,CIFARMA S.A.C. - LIMA - PERÚ,UNDECILENICO ACIDO,ESPECIALIDAD FARMACEUTICA,ACT
49687.0,HONGOCIFAR,8 %,Solución Tópica,Caja Frasco x 12 mL,1.0,EN03291,DROGUERIA INRETAIL PHARMA S.A.,CIFARMA S.A.C. - LIMA - PERÚ,CICLOPIROX,ESPECIALIDAD FARMACEUTICA,ACT
54734.0,HONGODERM,1 %,Crema,Caja Tubo x 20 g,1.0,EN05664,LABORATORIOS PORTUGAL S.R.L.,LABORATORIOS PORTUGAL S.R.L.,CLOTRIMAZOL,ESPECIALIDAD FARMACEUTICA,ACT
54719.0,HONGODERM,1 %,Solución Tópica,Caja Frasco x 20 mL,1.0,EN07038,LABORATORIOS PORTUGAL S.R.L.,LABORATORIOS PORTUGAL S.R.L.,CLOTRIMAZOL,ESPECIALIDAD FARMACEUTICA,ACT
54720.0,HONGODERM,1 %,Solución Tópica,Caja Frasco x 30 mL,1.0,EN07038,LABORATORIOS PORTUGAL S.R.L.,LABORATORIOS PORTUGAL S.R.L.,CLOTRIMAZOL,ESPECIALIDAD FARMACEUTICA,ACT
53795.0,HONGOKIL,1 %,Crema,Caja Tubo x 15 g,1.0,EN07705,QUIMICA SUIZA S.A.C.,CIFARMA S.A.C. - LIMA - PERÚ,TERBINAFINA CLORHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
53796.0,HONGOKIL,1 %,SOLUCION PARA PULVERIZACION CUTANEA,Caja Frasco x 30 mL,1.0,EN08767,QUIMICA SUIZA S.A.C.,CIFARMA S.A.C. - LIMA - PERÚ,TERBINAFINA CLORHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
57680.0,HONGOKIL,1 %,SOLUCION PARA PULVERIZACION CUTANEA,Caja Frasco x 30 mL,1.0,EN08767,INRETAIL PHARMA S.A.,CIFARMA S.A.C. - LIMA - PERÚ,TERBINAFINA CLORHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
61041.0,HONGOKIL,1 %,Crema,Caja Tubo x 15 g,1.0,EN07705,INRETAIL PHARMA S.A.,CIFARMA S.A.C. - LIMA - PERÚ,TERBINAFINA CLORHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
57104.0,HONGONICOL,1 %,SOLUCION PARA PULVERIZACION CUTANEA,Caja Frasco x 30 mL,1.0,EN09392,LABORATORIOS FARMASUR S.A.C.,LABORATORIOS FARMASUR S.A.C.,TERBINAFINA CLORHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
51619.0,HONGONICOL,1 %,Crema,Caja Tubo x 15 g,1.0,EN06428,LABORATORIOS FARMASUR S.A.C.,LABORATORIOS FARMASUR S.A.C.,TERBINAFINA CLORHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
39763.0,HONGOSANOL,1 %,Crema,Tubo X 15 g,1.0,EN01658,DROGUERIA FARMEDIC S.A.C.,INSTITUTO QUIMIOTERAPICO S.A.,TERBINAFINA CLORHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
35037.0,HOPRIX EN OCUVIAL,0.005 %,Solución Oftálmica,Caja Ampolla x 0.3 mL,30.0,EN00145,LABORATORIOS LANSIER S.A.C.,VITALINE S.A.C.,LATANOPROST,ESPECIALIDAD FARMACEUTICA,ACT
55788.0,HOPRIX EN OCUVIAL,0.005 %,Solución Oftálmica,Caja  Ampolla x 0.3 mL,30.0,EN00145,DROGUERIA LABORATORIOS LANSIER S.A.C.,VITALINE S.A.C.,LATANOPROST,ESPECIALIDAD FARMACEUTICA,ACT
51890.0,HORTRIN® A,200 mg + 350 mg,Tableta Recubierta,Caja Envase Blíster Tableta Recubierta,100.0,EN07661,MEDIFARMA S.A.,MEDIFARMA S.A.,ATAPULGITA ACTIVADA + NIFUROXAZIDA,ESPECIALIDAD FARMACEUTICA,ACT
56481.0,HORTRIN® A NF,200 mg,Cápsula,Caja Envase Blíster Cápsulas,100.0,EN07661,MEDIFARMA S.A.,MEDIFARMA S.A.,NIFUROXAZIDA,ESPECIALIDAD FARMACEUTICA,ACT
62073.0,H-PERTEN-25,25 mg,Tableta,Caja Envase Blíster Tableta,100.0,EE14629,DROGUERIA LIPHARMA S.A.C.,JIANGSU PENGYAO PHARMACEUTICAL CO. LTD.,HIDROCLOROTIAZIDA,ESPECIALIDAD FARMACEUTICA,ACT
52014.0,HSAMALER,10 mg,Tableta Recubierta,Caja Envase Blíster Tableta Recubierta,100.0,EN07979,RUCEF S.A.C.,LABORATORIOS PORTUGAL S.R.L.,CETIRIZINA CLORHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
48128.0,HSAMALER,10 mg/ mL,Solución Oral,Frasco. x 15 mL,1.0,EN05569,RUCEF S.A.C.,LABORATORIOS PORTUGAL S.R.L.,CETIRIZINA DICLORHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
48129.0,HSAMALER,5 mg/ 5 mL,Solución Oral,Frasco x 60 mL,1.0,EN05443,RUCEF S.A.C.,LABORATORIOS PORTUGAL S.R.L.,CETIRIZINA DICLORHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
58873.0,HULIO®,40 mg/ 0.8 mL,Solución Inyectable,Caja Jeringa Precargada x 0.8 mL,1.0,BE01425,PHARMARIS PERU S.A.C.,TERUMO YAMAGUCHI CORP.,ADALIMUMAB,PRODUCTO DE ORIGEN BIOLOGICO,ACT
58874.0,HULIO®,40 mg/ 0.8 mL,Solución Inyectable,Caja Jeringa Precargada x 0.8 mL,2.0,BE01425,PHARMARIS PERU S.A.C.,TERUMO YAMAGUCHI CORP.,ADALIMUMAB,PRODUCTO DE ORIGEN BIOLOGICO,ACT
58875.0,HULIO®,40 mg/ 0.8 mL,Solución Inyectable,Caja Pluma Precargada x 0.8 mL,1.0,BE01425,PHARMARIS PERU S.A.C.,TERUMO YAMAGUCHI CORP.,ADALIMUMAB,PRODUCTO DE ORIGEN BIOLOGICO,ACT
59116.0,HUMAGROW,10 UI,Polvo para Solución Inyectable,Caja Vial,1.0,BE00538,LABORATORIOS AMERICANOS S.A. - LABOT S.A.,CHANGCHUN GENESCIENCE PHARMACEUTICAL CO LTD,SOMATROPINA,PRODUCTO DE ORIGEN BIOLOGICO,ACT
61713.0,HUMALABOT®,10 UI,Polvo para Solución Inyectable,Caja Vial,1.0,BE00538,LABORATORIOS AMERICANOS S.A. - LABOT S.A.,CHANGCHUN GENESCIENCE PHARMACEUTICAL CO LTD,SOMATROPINA,PRODUCTO DE ORIGEN BIOLOGICO,ACT
56965.0,HUMALOG,100 U/ mL,Solución Inyectable,Caja Vial x 10 mL,1.0,BE00442,TECNOFARMA S.A.,ELI LILLY AND COMPANY,INSULINA LISPRO,PRODUCTO DE ORIGEN BIOLOGICO,ACT
5796.0,HUMALOG,100 U/ mL,Solución Inyectable,Vial X 10 mL,1.0,BE00442,ELI LILLY INTERAMERICA INC. SUCURSAL PERUANA,ELI LILLY AND COMPANY,INSULINA LISPRO,PRODUCTO DE ORIGEN BIOLOGICO,ACT
26202.0,HUMALOG KWIKPEN,100 UI/ mL,Solución Inyectable,Cartucho X 3 mL,5.0,BE00753,ELI LILLY INTERAMERICA INC. SUCURSAL PERUANA,ELI LILLY AND COMPANY,INSULINA LISPRO,PRODUCTO DE ORIGEN BIOLOGICO,ACT
56962.0,HUMALOG KWIKPEN,100 U/ mL,Solución Inyectable,Caja Inyector Cartucho x 3 mL,5.0,BE00753,TECNOFARMA S.A.,LILLY FRANCE,INSULINA LISPRO,PRODUCTO DE ORIGEN BIOLOGICO,ACT
26203.0,HUMALOG MIX 25,100 UI/ mL,Suspensión Inyectable,Cartucho X 3 mL,5.0,BE00714,ELI LILLY INTERAMERICA INC. SUCURSAL PERUANA,ELI LILLY AND COMPANY,INSULINA LISPRO,PRODUCTO DE ORIGEN BIOLOGICO,ACT
56963.0,HUMALOG® MIX 25,100 U/ mL,Suspensión Inyectable,Caja Inyector Cartucho x 3 mL,5.0,BE00714,TECNOFARMA S.A.,LILLY FRANCE,INSULINA LISPRO,PRODUCTO DE ORIGEN BIOLOGICO,ACT
55762.0,HUMED,0.3 %,Solución Oftálmica,Caja Frasco Gotero x 3 mL,1.0,EN03624,DROGUERIA LABORATORIOS LANSIER S.A.C.,VITALINE S.A.C.,HIPROMELOSA,ESPECIALIDAD FARMACEUTICA,ACT
55763.0,HUMED,0.3 %,Solución Oftálmica,Caja Frasco Gotero x 15 mL,1.0,EN03624,DROGUERIA LABORATORIOS LANSIER S.A.C.,VITALINE S.A.C.,HIPROMELOSA,ESPECIALIDAD FARMACEUTICA,ACT
62443.0,HUMED,0.3 %,Solución Oftálmica,Caja Frasco Gotero x 10 mL,1.0,EN03624,DROGUERIA LABORATORIOS LANSIER S.A.C.,VITALINE S.A.C.,HIPROMELOSA,ESPECIALIDAD FARMACEUTICA,ACT
27635.0,HUMED,0.3 %,Solución Oftálmica,Caja Frasco Gotero x 15 mL,1.0,N22626,LABORATORIOS LANSIER S.A.C.,VITALINE S.A.C.,HIPROMELOSA,MEDICAMENTO DE MARCA,ACT
31425.0,HUMED,0.3 %,Solución Oftálmica,Caja Frasco Gotero x 10 mL,1.0,N22626,LABORATORIOS LANSIER S.A.C.,VITALINE S.A.C.,HIPROMELOSA,MEDICAMENTO DE MARCA,ACT
31426.0,HUMED,0.3 %,Solución Oftálmica,Caja Frasco Gotero x 10 mL,48.0,N22626,LABORATORIOS LANSIER S.A.C.,VITALINE S.A.C.,HIPROMELOSA,MEDICAMENTO DE MARCA,ACT
31427.0,HUMED,0.3 %,Solución Oftálmica,Caja Frasco Gotero x 10 mL,50.0,N22626,LABORATORIOS LANSIER S.A.C.,VITALINE S.A.C.,HIPROMELOSA,MEDICAMENTO DE MARCA,ACT
31432.0,HUMED,0.3 %,Solución Oftálmica,Caja Frasco Gotero x 15 mL,48.0,N22626,LABORATORIOS LANSIER S.A.C.,VITALINE S.A.C.,HIPROMELOSA,MEDICAMENTO DE MARCA,ACT
31434.0,HUMED,0.3 %,Solución Oftálmica,Caja Frasco Gotero  X 20 mL,1.0,N22626,LABORATORIOS LANSIER S.A.C.,VITALINE S.A.C.,HIPROMELOSA,MEDICAMENTO DE MARCA,ACT
31435.0,HUMED,0.3 %,Solución Oftálmica,Caja Frasco Gotero  X 20 mL,20.0,N22626,LABORATORIOS LANSIER S.A.C.,VITALINE S.A.C.,HIPROMELOSA,MEDICAMENTO DE MARCA,ACT
31436.0,HUMED,0.3 %,Solución Oftálmica,Caja Frasco Gotero  X 20 mL,50.0,N22626,LABORATORIOS LANSIER S.A.C.,VITALINE S.A.C.,HIPROMELOSA,MEDICAMENTO DE MARCA,ACT
31437.0,HUMED,0.3 %,Solución Oftálmica,Caja Frasco Gotero  X 20 mL,100.0,N22626,LABORATORIOS LANSIER S.A.C.,VITALINE S.A.C.,HIPROMELOSA,MEDICAMENTO DE MARCA,ACT
38424.0,HUMED,0.3 %,Solución Oftálmica,Caja Frasco Gotero x 15 mL,1.0,EN03624,LABORATORIOS LANSIER S.A.C.,VITALINE S.A.C.,HIPROMELOSA,ESPECIALIDAD FARMACEUTICA,ACT
38881.0,HUMEDBIO,0.3 %,Solución Oftálmica,Caja Frasco Gotero x 15 mL,1.0,EN03857,VITALINE SOCIEDAD ANONIMA CERRADA,VITALINE S.A.C.,HIPROMELOSA,ESPECIALIDAD FARMACEUTICA,ACT
48472.0,HUMIRA AC,40 mg/ 0.4 mL,Solución Inyectable,Caja Jeringas Prellenadas x 0.4 mL + accesorio,2.0,BE01122,"ABBVIE SAS, SUCURSAL DEL PERU",VETTER PHARMA FERTIGUNG GMBH. & CO. KG,ADALIMUMAB,PRODUCTO DE ORIGEN BIOLOGICO,ACT
39979.0,HUMORAP 20,20 mg,Comprimido Recubierto,Caja Envase Blíster Comprimido Recubierto,28.0,EE02170,LABORATORIOS BAGO DEL PERU S.A.,LABORATORIOS BAGO S.A. - ARGENTINA,CITALOPRAM BROMHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
61959.0,HUMORAP 20,20 mg,Comprimido Recubierto,Caja Envase Blíster Comprimido Recubierto,28.0,EE13837,LABORATORIOS BAGO DEL PERU S.A.,LABORATORIOS BAGO S.A. - ARGENTINA,CITALOPRAM BROMHIDRATO,ESPECIALIDAD FARMACEUTICA,ACT
